Title,User_id,Score
Strangers in paradise,A10EH95EUDO9W3,5.0
White Nights (Leisure historical romance),A106E1N0ZQ4D9W,2.0
Sex Lives of the Popes,A10VOEBL5S337W,2.0
The Still Point Dhammapada: Living the Buddha's Essential Teachings,A10872FHIJAKKD,5.0
Drums of Autumn Hardcover First Edition,A106E1N0ZQ4D9W,4.0
Drums of Autumn Hardcover First Edition,A100YHBWL4TR4D,5.0
Black Beauty: His Groom and Companions (Courage Literary Classics),A10A1S5NAQBT21,5.0
"Rosa,",A10HIGJ8OCFLIS,2.0
Less Than Words Can Say,A10F2RGD2D36ZI,4.0
Art Fundamentals: Theory and Practice,A10UHOIJ4R52CG,5.0
House and Its Head,A106016KSI0YQ,5.0
"The time machine,: An invention,",A10TR7FH7DXFA2,5.0
One Flew Over the Cuckoo's Nest,A10X0JN8KTK89H,5.0
Guns of the Timberlands,A10Q8NIFOVOHFV,4.0
High Graders,A10Q8NIFOVOHFV,3.0
Hush,A105E427BB6J65,4.0
Little men: Life at Plumfield with Jo's boys,A10EH95EUDO9W3,3.0
Appointment in Samarra,A106016KSI0YQ,4.0
Crazy for You,A106E1N0ZQ4D9W,3.0
At Mrs. Lippincote's,A106016KSI0YQ,4.0
"Genes, Peoples, and Languages",A10O98CWTJQTYQ,4.0
To Marry An Heiress (Zebra Regency Romance),A108XP24UESKSV,4.0
Fortune's Fools (Zebra Regency Romance),A108XP24UESKSV,3.0
"Gulliver's travels into several remote nations of the world,",A10A1S5NAQBT21,3.0
White Mischief,A106016KSI0YQ,2.0
Kid Rodelo (Thorndike Western II),A10PEXB6XAQ5XF,4.0
"Pond life;: A guide to common plants and animals of North American ponds and lakes, (A Golden nature guide)",A10AKE9TAADHVV,4.0
Born Blue,A10VOEBL5S337W,5.0
Rebecca,A10Y5RD8QNMHEZ,4.0
Rebecca,A10HWJXUG67E7I,5.0
Rebecca,A10WE4JQOHF6H2,5.0
The Anxiety of Everyday Objects,A10AZVYK32ZJSE,5.0
The Seven Storey Mountain,A10HWJXUG67E7I,5.0
Mother Night,A10M94ASQEBL56,5.0
Mother Night,A10K3DLOEVMKW3,5.0
Development Of Piston Aero Engines (2Ed),A10BJ3PKPC4O24,5.0
Forever Odd: A Novel,A10M94ASQEBL56,3.0
Forever Odd: A Novel,A10Y3OZWENAQ6W,2.0
"20, 000 Leagues Under the Sea",A01038432MVI9JXYTTK5T,5.0
In Dubious Battle,A107BRWBRASM9L,1.0
The Martyrdom of Jewish Physicians in Poland,A10VOEBL5S337W,4.0
Catch 22,A10XZH78SDOI5M,5.0
Moon Handbooks Cuba,A10ARPP5YIQNKY,5.0
Guilliver's Travels.,A10A1S5NAQBT21,3.0
Fishes,A10AKE9TAADHVV,4.0
The Scarlet Pimpernel,A10HIGJ8OCFLIS,1.0
The Scarlet Pimpernel,A10T0OW97SFBB,3.0
It's Not About the Bike: My Journey Back to Life,A10R81SKUK3TG6,5.0
Commentaries on Living: First Series,A10HIGJ8OCFLIS,2.0
Jonathan Livingston Seagull: A Story,A10R81SKUK3TG6,5.0
Los zapaticos de Rosa,A10ARPP5YIQNKY,5.0
Just So Stories,A10T0OW97SFBB,4.0
Just So Stories,A100YDQ9DIP06P,4.0
Little Men,A10EH95EUDO9W3,3.0
Foolish/Unfoolish: Reflections On Love,A103W7ZPKGOCC9,5.0
The Confessions Of Nat Turner,A107C4RVRF0OP,5.0
The World: Travels 1950-2000,A10LWBOIZCF2QT,5.0
A Shilling for Candles,A10K3DLOEVMKW3,3.0
En El Nombre De Salome (Spanish Edition),A1075MZNVRMSEO,3.0
Fantastic Realities: 49 Mind Journeys And a Trip to Stockholm,A10O98CWTJQTYQ,5.0
Dylan's Visions of Sin,A107C4RVRF0OP,4.0
A Tale of Two Cities - Literary Touchstone Edition,A10KHC3SJ6EBSR,5.0
The Templar Revelation: Secret Guardians of the True Identity of Christ,A10T0OW97SFBB,1.0
She - A History of Adventure,A106016KSI0YQ,4.0
Balzac and the Little Chinese Seamstress,A10Y3OZWENAQ6W,3.0
The Gilded Knight (Zebra Regency Romance),A108XP24UESKSV,4.0
The Haunted Hotel,A10JF6T7DY6Z8Z,5.0
Lost Cities,A10O98CWTJQTYQ,3.0
"The history of Henry Esmond, esq (Everyman's library, ed. by Ernest Rhys. Fiction)",A10T0OW97SFBB,4.0
The Lord of the Rings: The Fellowship of the Ring (BBC Audio Collection),A10872FHIJAKKD,5.0
Great Expectations,A10R1WAP6HFFEP,4.0
Great Expectations,A10R1WAP6HFFEP,4.0
Snow Crash,A10BZSGALQPS0V,4.0
A Love Affair For Lizzie (Zebra Regency Romance),A108XP24UESKSV,4.0
The Affair At Greengage Manor,A108XP24UESKSV,4.0
JOY SCHOOL,A105E427BB6J65,3.0
Stalemate,A10VOEBL5S337W,4.0
Appointment with Death (A Hercule Poirot Mystery),A10K3DLOEVMKW3,2.0
Singing to the Dead: A Missioner's Life among Refugees from Burma,A10HWJXUG67E7I,5.0
The Call Of The Wild,A10A1S5NAQBT21,5.0
The Call Of The Wild,A107I3EOYE62A,4.0
A Slight Change Of Plans (Zebra Regency Romance),A108XP24UESKSV,2.0
Otto of the Silver Hand (Looking Glass Library),A10T0OW97SFBB,5.0
Snow Country,A10HIGJ8OCFLIS,2.0
The Unexpected Sister (Zebra Regency Romance),A108XP24UESKSV,3.0
"Why We Believe What We Believe: Uncovering Our Biological Need for Meaning, Spirituality, and Truth",A100NGGXRQF0AQ,3.0
"A Hunger Like No Other (Immortals After Dark, Book 1)",A10IKHRUSMKP46,4.0
Double Star,A10HUD3X4V3OM4,3.0
The castle of Llyr,A10T0OW97SFBB,4.0
A Death in the Family,A107C4RVRF0OP,4.0
Becoming the Woman of His Dreams: Seven Qualities Every Man Longs For,A10AKE9TAADHVV,5.0
Alice's Adventures in Wonderland Throught the Looking Glass,A10AZVYK32ZJSE,5.0
Alice's Adventures in Wonderland Throught the Looking Glass,A10T0OW97SFBB,5.0
The book of three,A10T0OW97SFBB,4.0
The book of three,A100YHBWL4TR4D,5.0
"The Spirit Archives, Vol. 3: July 6 - December 28, 1941",A106016KSI0YQ,5.0
"The grapes of wrath, (The living library)",A10XQVBKGTA0XZ,5.0
"The grapes of wrath, (The living library)",A106HD4S643MHK,5.0
A Touch of Sin,A106E1N0ZQ4D9W,2.0
The Dark Side of Camelot,A10Q8NIFOVOHFV,4.0
The Picture of Dorian Gray,A106C5BHWK9SKP,5.0
The Picture of Dorian Gray,A104BTD1MMNQVF,5.0
The Picture of Dorian Gray,A10OI9O3JS0BVY,5.0
The Picture of Dorian Gray,A10A1S5NAQBT21,5.0
The Picture of Dorian Gray,A106QCX4I544YJ,1.0
The Picture of Dorian Gray,A1065304SY1HF8,5.0
The Picture of Dorian Gray,A10O025EN0CBLQ,4.0
"Nihilism, Its Origin & Nature, with a Christian Answer",A10HWJXUG67E7I,5.0
A rumor of war: With a twentieth anniversary postscript by the author,A10KHC3SJ6EBSR,5.0
The Zimmermann telegram,A10XZH78SDOI5M,5.0
The Zimmermann telegram,A10KKJMBY5L7TK,4.0
The Castle of Llyr,A10T0OW97SFBB,4.0
Caught in the Web of Words.,A10F2RGD2D36ZI,5.0
"Blood meridian, or, The evening redness in the west (Picador)",A100V1W0C8BWOL,4.0
"Blood meridian, or, The evening redness in the west (Picador)",A10BZSGALQPS0V,5.0
"Blood meridian, or, The evening redness in the west (Picador)",A107C4RVRF0OP,4.0
Darkfever (Fever Series),A10IKHRUSMKP46,5.0
The Family Moskat,A10EW5N83RTO27,4.0
Enemy Of The State/an,A10PEXB6XAQ5XF,4.0
Wade,A106E1N0ZQ4D9W,4.0
Attack of the Deranged Mutant Killer Monster Snow Goons (Calvin & Hobbes),A10ETB3064YV0F,5.0
Essentials of New Testament Greek,A10ER4C5IVTSMA,4.0
King Rat,A10M94ASQEBL56,5.0
The Two Towers,A10872FHIJAKKD,5.0
The Society of Mind,A10BZSGALQPS0V,5.0
Wuthering Heights,A01254073JW8SSTKH6AIB,5.0
Wuthering Heights,A10FDF6GPCDDDH,3.0
Wuthering Heights,A00891092QIVH4W1YP46A,2.0
Wuthering Heights,A10WE4JQOHF6H2,5.0
Wuthering Heights,A103NNVQJUJTPM,5.0
Wuthering Heights,A1072Q1O6YB3NY,3.0
Wuthering Heights,A10ETB3064YV0F,3.0
Wuthering Heights,A071300825Y5MYNM1L3LX,3.0
Wuthering Heights,A10T0OW97SFBB,4.0
Wuthering Heights,A10QNEZ45E45EH,5.0
"Phineas Finn: The Irish Member (The Palliser Novels, #2)(Library Edition)",A10Q8NIFOVOHFV,4.0
Some Prefer Nettles,A10HIGJ8OCFLIS,5.0
Emma,A105W5ZZOON3PD,5.0
Triumph of Hope : From Theresienstadt and Auschwitz to Israel,A10VOEBL5S337W,4.0
Warning of War: A Novel of the North China Marines,A10L8XPLYAK7SQ,3.0
Interview with the Vampire,A106E1N0ZQ4D9W,5.0
The Lady and the Monk: Four Seasons in Kyoto (Library Edition),A10LWBOIZCF2QT,5.0
Darkfever (Fever Series),A10IKHRUSMKP46,5.0
Voodoo Ltd,A10K3DLOEVMKW3,5.0
Looking for JJ,A10VOEBL5S337W,5.0
3 NBs of Julian Drew,A10VOEBL5S337W,5.0
Lord of the flies,A10T0OW97SFBB,5.0
Lord of the flies,A105FAAQ06FTWA,1.0
Lord of the flies,A10URBQ3W2KW65,4.0
Concerning the spiritual in art (The Documents of modern art),A10UHOIJ4R52CG,5.0
in Search of the Indo-Europeans,A10O98CWTJQTYQ,4.0
The Count of Monte Cristo: Golden Picture Classic,A10HWJXUG67E7I,5.0
TESLA MAN OUT OF TIME,A10T0OW97SFBB,5.0
Jitterbug Perfume,A10W40DOIE1EOP,5.0
Of Mice And Men,A106HD4S643MHK,5.0
The Hobbit,A10X0JN8KTK89H,4.0
The Hobbit,A10EH95EUDO9W3,3.0
The Hobbit,A10872FHIJAKKD,5.0
A Tree Grows in Brooklyn,A105FAAQ06FTWA,5.0
The Devil's Dictionary,A10VOEBL5S337W,5.0
Wuthering Heights,A103NNVQJUJTPM,5.0
Wuthering Heights,A10WE4JQOHF6H2,5.0
Wuthering Heights,A00891092QIVH4W1YP46A,2.0
Wuthering Heights,A10FDF6GPCDDDH,3.0
Wuthering Heights,A01254073JW8SSTKH6AIB,5.0
Wuthering Heights,A10QNEZ45E45EH,5.0
Wuthering Heights,A10T0OW97SFBB,4.0
Wuthering Heights,A10ETB3064YV0F,3.0
Wuthering Heights,A071300825Y5MYNM1L3LX,3.0
Wuthering Heights,A1072Q1O6YB3NY,3.0
Sense And Sensibility (CH) (Jane Austen Collection),A10O4LYO967IZ,3.0
One Lonely Night,A10Q8NIFOVOHFV,4.0
Anansi Boys,A10BZSGALQPS0V,4.0
THE FALL OF HYPERION,A10BZSGALQPS0V,3.0
Count of Monte Cristo,A10HWJXUG67E7I,5.0
"Queen's Throat: Opera, Homosexuality, and the Mystery of Desire",A106016KSI0YQ,2.0
"The quest of the historical Jesus;: A critical study of its progress from Reimarus to Wrede,",A10EW5N83RTO27,5.0
Stone of Tears: A Sword of Truth Novel (Sword Of Truth),A10KKJMBY5L7TK,5.0
The Innocent Man: Murder and Injustice in a Small Town (Random House Large Print),A105E427BB6J65,4.0
An inquiry into the nature and causes of the wealth of nations,A10TRXQBELWYMF,5.0
Three Times a Lady (Arabesque),A10BI5QB5HJTR4,5.0
Shadow Of Love (Arabesque),A10BI5QB5HJTR4,3.0
Bomber,A10K3DLOEVMKW3,5.0
As Sure As the Dawn,A10ETB3064YV0F,5.0
Runaway,A10Y3OZWENAQ6W,3.0
The Drums of Fu Manchu,A10Q8NIFOVOHFV,3.0
Harry Potter and the Chamber of Secrets,A10EH95EUDO9W3,5.0
Harry Potter and the Chamber of Secrets,A10J8HE0W0OPV9,5.0
The Phantom Tollbooth (G.K. Hall large print for young readers),A10872FHIJAKKD,5.0
To Have and Have Not,A10ETB3064YV0F,4.0
"The Iliad: A Commentary: Volume 2, Books 5-8",A10ER4C5IVTSMA,2.0
Something Wicked This Way Comes.,A10872FHIJAKKD,5.0
Once And Again (Arabesque),A10BI5QB5HJTR4,5.0
Emma (Summer Classics),A105W5ZZOON3PD,5.0
Walden and on the Duty of Civil Disobedience (Signet Classics),A10URBQ3W2KW65,3.0
Chamber,A10LWBOIZCF2QT,5.0
Chamber,A10LWBOIZCF2QT,5.0
Just One Look,A10PEXB6XAQ5XF,5.0
Cow country,A10Q8NIFOVOHFV,4.0
THE GREEN MAN,A106016KSI0YQ,3.0
Hiroshima,A10TG7PJTDO4F4,3.0
From Russia with Love,A106016KSI0YQ,4.0
From Russia with Love,A10Q8NIFOVOHFV,5.0
Catch Me If You Can: The Amazing True Story of the Youngest and Most Daring Con Man in the History of Fun and Profit,A10LWBOIZCF2QT,5.0
Vom Winde Verweht ( Gone With the Wind ),A10TG7PJTDO4F4,5.0
Vom Winde Verweht ( Gone With the Wind ),A10Q8NIFOVOHFV,5.0
Vom Winde Verweht ( Gone With the Wind ),A10JQQVC4L91RD,5.0
"Sister to the Sioux (Second Edition): The Memoirs of Elaine Goodale Eastman, 1885-1891",A101DG7P9E26PW,2.0
NTC's Dictionary of Common Mistakes in Spanish,A1075MZNVRMSEO,5.0
The wallet of Kai Lung,A101446I5AWY0Z,2.0
Twenty Thousand Leagues Under the Sea (Thorndike Press Large Print Perennial Bestsellers Series),A01038432MVI9JXYTTK5T,5.0
The Case of the Singing Skirt (A Perry Mason Mystery),A10K3DLOEVMKW3,3.0
Thunder and Lightning: Cracking Open the Writer's Craft,A103U0Q3IKSXHE,4.0
"THE SEARCH FOR SUPERSTRINGS, Symmetry, and the Theory of Everything",A10T0OW97SFBB,3.0
"Little Men: Life at Plumfield with Jo's boys, (Illustrated Junior Library)",A10EH95EUDO9W3,3.0
The Way It Is,A10J604M0KKBAS,5.0
With the Old Breed: At Peleliu and Okinawa,A10Q8NIFOVOHFV,5.0
100 Prison Meditations: Cries of Truth from Behind the Iron Curtain,A10HWJXUG67E7I,5.0
Persuasion,A10CIUS8SYEB8K,5.0
Persuasion,A10JF6T7DY6Z8Z,5.0
Persuasion,A10Y5RD8QNMHEZ,4.0
Persuasion,A105W5ZZOON3PD,3.0
The Last Kingdom (The Saxon Chronicles Series #1),A10L8XPLYAK7SQ,5.0
The pelican brief,A10HUD3X4V3OM4,3.0
"The History of Pendennis: His Fortunes and Misfortunes, His Friends and His Greatest Enemy: Two Volumes",A106016KSI0YQ,4.0
NTC's Dictionary of Common Mistakes in Spanish,A1075MZNVRMSEO,5.0
Cuba: Between Reform and Revolution (Latin American Histories),A10ARPP5YIQNKY,1.0
A Charlie Brown Christmas,A10EH95EUDO9W3,3.0
Queen of the South,A10Y3OZWENAQ6W,3.0
Cuba: Between Reform and Revolution (Latin American Histories),A10ARPP5YIQNKY,1.0
Armchair Economist,A10BJ3PKPC4O24,5.0
Catch 22 (catch-22),A10XZH78SDOI5M,5.0
Hallmarks of Felinity: A 9 Chickweed Lane Book,A10EH95EUDO9W3,3.0
Midnight's Children,A10BZSGALQPS0V,3.0
Midnight's Children,A10ASLX7DTTB6Z,4.0
A Higher Form of Cannibalism?: Adventures in the Art and Politics of Biography,A10TR7FH7DXFA2,4.0
Target,A10VOEBL5S337W,4.0
Alice in Wonderland and Through the Looking Glass,A10T0OW97SFBB,5.0
Alice in Wonderland and Through the Looking Glass,A10AZVYK32ZJSE,5.0
Pennsylvania mountain stories,A10W40DOIE1EOP,5.0
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,A10R81SKUK3TG6,4.0
Adam! Where Are You?: Why Most Black Men Don't Go to Church,A103W7ZPKGOCC9,5.0
Hearts Grown Brutal: Sagas of Sarajevo,A10HWJXUG67E7I,5.0
"New Testament Greek for beginners,",A10ER4C5IVTSMA,4.0
Pride and Prejudice,A104N6N2GO0WRG,5.0
Pride and Prejudice,A10T5WUTEEGLQF,5.0
Pride and Prejudice,A10T0OW97SFBB,4.0
Tet!: The Turning Point in the Vietnam War,A103W7ZPKGOCC9,5.0
One Flew Over the Cuckoo's Nest,A10X0JN8KTK89H,5.0
It's Not About the Bike: My Journey Back to Life,A10R81SKUK3TG6,5.0
"Wolf at the Door (The Others, Book 9)",A10IKHRUSMKP46,4.0
Flashman's Lady,A10K3DLOEVMKW3,4.0
Brick Lane,A106016KSI0YQ,4.0
The Last Dance (Arabesque),A10BI5QB5HJTR4,4.0
"Essentials of New Testament Greek,",A10ER4C5IVTSMA,4.0
"Different Games, Different Rules: Why Americans and Japanese Misunderstand Each Other",A10TYGME2FQHO7,5.0
The Promise (Arabesque),A10BI5QB5HJTR4,4.0
"Refugee (Bio of a Space Tyrant, Vol. 1)",A10M94ASQEBL56,5.0
Rules Of Engagement (Arabesque),A10BI5QB5HJTR4,5.0
The Scarlet Pimpernel,A10HIGJ8OCFLIS,1.0
The Scarlet Pimpernel,A10T0OW97SFBB,3.0
The devil's dictionary (Forum books),A10VOEBL5S337W,5.0
Wuthering Heights,A10WE4JQOHF6H2,5.0
Wuthering Heights,A103NNVQJUJTPM,5.0
Wuthering Heights,A01254073JW8SSTKH6AIB,5.0
Wuthering Heights,A00891092QIVH4W1YP46A,2.0
Wuthering Heights,A10FDF6GPCDDDH,3.0
Wuthering Heights,A10T0OW97SFBB,4.0
Wuthering Heights,A10QNEZ45E45EH,5.0
Wuthering Heights,A1072Q1O6YB3NY,3.0
Wuthering Heights,A071300825Y5MYNM1L3LX,3.0
Wuthering Heights,A10ETB3064YV0F,3.0
The Prophet Armed: Trotsky 1879-1921.,A10EW5N83RTO27,5.0
Don Juan,A10DXHFHPYK3BZ,5.0
A Room of One's Own,A10J8HE0W0OPV9,5.0
The Sound of Waves,A10HIGJ8OCFLIS,4.0
Black Like Me,A106HD4S643MHK,5.0
Commitments (Arabesque),A10BI5QB5HJTR4,5.0
The Bluest Eye (G K Hall Large Print Book Series),A100V1W0C8BWOL,5.0
Wuthering Heights (Riverside editions),A10T0OW97SFBB,4.0
Wuthering Heights (Riverside editions),A10QNEZ45E45EH,5.0
Wuthering Heights (Riverside editions),A1072Q1O6YB3NY,3.0
Wuthering Heights (Riverside editions),A10ETB3064YV0F,3.0
Wuthering Heights (Riverside editions),A071300825Y5MYNM1L3LX,3.0
Wuthering Heights (Riverside editions),A10WE4JQOHF6H2,5.0
Wuthering Heights (Riverside editions),A103NNVQJUJTPM,5.0
Wuthering Heights (Riverside editions),A01254073JW8SSTKH6AIB,5.0
Wuthering Heights (Riverside editions),A00891092QIVH4W1YP46A,2.0
Wuthering Heights (Riverside editions),A10FDF6GPCDDDH,3.0
Apartment in Athens,A106016KSI0YQ,4.0
Johnny Tremain: A novel for old & young (Yearling book),A10TYGME2FQHO7,4.0
PRIDE OF CHANUR,A10EH95EUDO9W3,5.0
"The fountainhead,",A107C4RVRF0OP,4.0
Jane Eyre (Signet classics),A10T0OW97SFBB,4.0
Jane Eyre (Signet classics),A108AVF62U97NY,2.0
Jane Eyre (Signet classics),A10ETB3064YV0F,5.0
The Sackett Brand,A10Q8NIFOVOHFV,4.0
Tucker,A10PEXB6XAQ5XF,4.0
Practice Makes Perfect: Spanish Pronouns And Prepositions,A1075MZNVRMSEO,5.0
The Lady in the Lake (Otto Penzlers First Edition Library),A10C5CJK1YKGV0,5.0
The Valkyries,A10R81SKUK3TG6,3.0
Persuasion,A105W5ZZOON3PD,3.0
Persuasion,A10CIUS8SYEB8K,5.0
Persuasion,A10JF6T7DY6Z8Z,5.0
Persuasion,A10Y5RD8QNMHEZ,4.0
Go tell it on the mountain (A Dell contemporary classic),A106016KSI0YQ,5.0
The First Circle,A10HWJXUG67E7I,5.0
Male Model,A10ATBAKR7OIEE,5.0
Frankenstein (Isis Large Print Fiction),A106RLZK9HQIFS,5.0
Death Match,A10Y3OZWENAQ6W,3.0
The English Patient,A108AVF62U97NY,5.0
Explaining Hitler: The Search for the Origins of His Evil,A10EW5N83RTO27,5.0
Explaining Hitler: The Search for the Origins of His Evil,A10EW5N83RTO27,5.0
Going Solo,A10VOEBL5S337W,5.0
Angel (New Portway Reprints),A106016KSI0YQ,4.0
Ethics for the New Millennium,A103U0Q3IKSXHE,4.0
Boy,A10VOEBL5S337W,5.0
A Christmas Carol (Classic Fiction),A10T5WUTEEGLQF,5.0
A Christmas Carol (Classic Fiction),A10A1S5NAQBT21,5.0
ACME Catalog: Quality is Our #1 Dream,A10VOEBL5S337W,4.0
Journey to the Center of the Earth,A01038432MVI9JXYTTK5T,5.0
The Scarlet Letter,A107I3EOYE62A,4.0
The Scarlet Letter,A100V1W0C8BWOL,4.0
Pride and Prejudice,A10T0OW97SFBB,4.0
Pride and Prejudice,A10T5WUTEEGLQF,5.0
Pride and Prejudice,A104N6N2GO0WRG,5.0
"The Lion, the Witch and the Wardrobe Movie Tie-in Edition (The Chronicles of Narnia)",A10T0OW97SFBB,5.0
"The Lion, the Witch and the Wardrobe Movie Tie-in Edition (The Chronicles of Narnia)",A10EH95EUDO9W3,4.0
The Ginger Man,A107C4RVRF0OP,2.0
The Ginger Man,A10K3DLOEVMKW3,4.0
"A User's Guide to the Brain: Perception, Attention and the Four Theaters of the Brain",A10O98CWTJQTYQ,5.0
Spell of the Highlander,A107YFBJ119GZR,5.0
Confessions of an Economic Hitman,A10G0UV69NCHXB,4.0
Confessions of an Economic Hitman,A10LWBOIZCF2QT,4.0
For Your Eyes Only (The Complete James Bond),A10Q8NIFOVOHFV,4.0
For Your Eyes Only (The Complete James Bond),A10K3DLOEVMKW3,5.0
Mathematics and Sex,A100NGGXRQF0AQ,2.0
This Is My Beloved,A10C5CJK1YKGV0,5.0
Emma (Signet classics),A105W5ZZOON3PD,5.0
Storm Maiden,A106E1N0ZQ4D9W,3.0
The Hitchhiker's Guide to the Galaxy,A103U0Q3IKSXHE,3.0
A Tale of Love and Darkness,A10EW5N83RTO27,4.0
Skye O'Malley,A106E1N0ZQ4D9W,4.0
The Complete Digital Video Guide: A Step-by-Step Handbook for Making Great Home Movies Using Your Digital Camcorder,A107I3EOYE62A,3.0
Polish Heritage Cookery: A Hippocrene Original Cookbook,A10W40DOIE1EOP,4.0
Vampire Sextette,A106E1N0ZQ4D9W,2.0
Ambassador Morgenthau's story,A10HWJXUG67E7I,5.0
Rose Is Rose: 15th Anniversary Collection,A10EH95EUDO9W3,5.0
Rose Is Rose: 15th Anniversary Collection,A10EH95EUDO9W3,5.0
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",A10W40DOIE1EOP,5.0
The Stones of Florence,A106016KSI0YQ,4.0
The Story of Art,A10O98CWTJQTYQ,5.0
Little Women,A10LIUHN9UTH7O,5.0
Little Women,A1042BIXF6ZMAC,5.0
Little Women,A10TKG3JDUBVCR,5.0
The Body of Christopher Creed,A10VOEBL5S337W,5.0
Jonathan Livingston Seagull,A10R81SKUK3TG6,5.0
Romola (Her George Eliot's works),A10JF6T7DY6Z8Z,5.0
All the Pretty Horses,A10JF6T7DY6Z8Z,5.0
All the Pretty Horses,A10W40DOIE1EOP,3.0
Middlemarch 6d (Classic Fiction),A10DXHFHPYK3BZ,5.0
Middlemarch 6d (Classic Fiction),A107BRWBRASM9L,5.0
A Journey to the Center of the Earth,A01038432MVI9JXYTTK5T,5.0
The devil's dictionary (The 100 greatest masterpieces of American literature),A10VOEBL5S337W,5.0
Picture of Dorian Gray,A10A1S5NAQBT21,5.0
Picture of Dorian Gray,A106QCX4I544YJ,1.0
Picture of Dorian Gray,A1065304SY1HF8,5.0
Picture of Dorian Gray,A10O025EN0CBLQ,4.0
Picture of Dorian Gray,A106C5BHWK9SKP,5.0
Picture of Dorian Gray,A10OI9O3JS0BVY,5.0
Highlander (Harlequin Historical),A106E1N0ZQ4D9W,3.0
The grapes of wrath,A10XQVBKGTA0XZ,5.0
The grapes of wrath,A106HD4S643MHK,5.0
"An inquiry into the nature and causes of the wealth of nations,",A10TRXQBELWYMF,5.0
The Pearl,A10HIGJ8OCFLIS,3.0
The Pearl,A10T0OW97SFBB,5.0
Who Says Elephants Can't Dance? Inside IBM's Historic Turnaround,A10LWBOIZCF2QT,4.0
The Stalkers (Plainsmen (Audio)),A10Q8NIFOVOHFV,3.0
THE GIRL INSIDE,A10VOEBL5S337W,2.0
A room of one's own,A10J8HE0W0OPV9,5.0
Spook: Science Tackles the Afterlife,A100NGGXRQF0AQ,2.0
The ballad of the White Horse,A10T0OW97SFBB,5.0
What Cops Know,A10HWJXUG67E7I,5.0
"The character of physical law (The Messenger lectures, 1964)",A10O98CWTJQTYQ,3.0
Year of fear;: A Jewish prisoner waits for Auschwitz,A10VOEBL5S337W,4.0
"Liberal Fascism: The Secret History of the American Left, From Mussolini to the Politics of Meaning",A10W40DOIE1EOP,4.0
Hunting the Devil,A10VOEBL5S337W,4.0
Hide and Seek,A106E1N0ZQ4D9W,5.0
the art Spirit,A10UHOIJ4R52CG,4.0
In dubious battle,A107BRWBRASM9L,1.0
A Pirate's Love,A106E1N0ZQ4D9W,3.0
The Border Hostage,A106E1N0ZQ4D9W,4.0
"Night, Sea And Stars",A106E1N0ZQ4D9W,4.0
A Brief History of Everything,A103U0Q3IKSXHE,5.0
The High Graders,A10Q8NIFOVOHFV,3.0
Jim Cramer's Real Money: Sane Investing in an Insane World,A10LWBOIZCF2QT,5.0
Calculus Made Easy,A10BJ3PKPC4O24,4.0
Masterpieces of the J. Paul Getty Museum: Photographs,A10UHOIJ4R52CG,5.0
"Animal Farm (Signet Classics, CT304)",A10T0OW97SFBB,4.0
The great Gatsby (Leading English literature library),A10B4UOL0IB274,5.0
The great Gatsby (Leading English literature library),A10B4UOL0IB274,5.0
The great Gatsby (Leading English literature library),A10B4UOL0IB274,5.0
The great Gatsby (Leading English literature library),A10J8HE0W0OPV9,4.0
The great Gatsby (Leading English literature library),A10B4UOL0IB274,5.0
The great Gatsby (Leading English literature library),A100YHBWL4TR4D,5.0
The great Gatsby (Leading English literature library),A10W0GPVSGN8PL,5.0
RELIABLE SOURCES,A10J604M0KKBAS,4.0
Masterpieces of the J. Paul Getty Museum: Photographs: Spanish Language Edition,A10UHOIJ4R52CG,5.0
The age of Attila;: Fifth-century Byzantium and the Barbarians,A101446I5AWY0Z,3.0
"Arizona Canal, north of the Salt River, Phoenix vicinity, Maricopa County, Arizona: Photographs, written historical and descriptive data, reduced copies of drawings (HAER)",A10K3DLOEVMKW3,4.0
"Arizona Canal, north of the Salt River, Phoenix vicinity, Maricopa County, Arizona: Photographs, written historical and descriptive data, reduced copies of drawings (HAER)",A107C4RVRF0OP,2.0
Adventures of a Suburban Boy,A10K3DLOEVMKW3,3.0
Brave New World,A10T0OW97SFBB,5.0
"Double Billing: A Young Lawyer's Tale Of Greed, Sex, Lies, And The Pursuit Of A Swivel Chair",A10LWBOIZCF2QT,4.0
Frankenstein (Running Press classics),A106RLZK9HQIFS,5.0
Hiroshima,A10TG7PJTDO4F4,3.0
The Practice of the Presence of God: Writings and Conversations,A10HWJXUG67E7I,5.0
Foundation and Empire,A10KKJMBY5L7TK,5.0
Our Inner Ape: A Leading Primatologist Explains Why We Are Who We Are,A10O98CWTJQTYQ,5.0
The Catcher in the Rye,A10X0JN8KTK89H,5.0
The Catcher in the Rye,A10M94ASQEBL56,2.0
48 Laws of Power,A10ARPP5YIQNKY,5.0
HORNBLOWER AND THE ATROPOS,A109B7907A98ER,2.0
CHANGE Of COMMAND.,A10L8XPLYAK7SQ,2.0
La mujer de mi hermano (Spanish Edition),A1075MZNVRMSEO,4.0
"A Spirituality Named Compassion: And the Healing of the Global Village, Humpty Dumpty and Us",A103U0Q3IKSXHE,5.0
"First Immortal, The",A10KKJMBY5L7TK,4.0
Wuthering Heights,A103NNVQJUJTPM,5.0
Wuthering Heights,A00891092QIVH4W1YP46A,2.0
